Id,restaurantName,isAdvertisement,rating,cuisines,deliveryTime,price,distance,offer,restaurantUrl
202,N/A,True,3.4,"Beverages, Ice Cream, Fast Food, Burgers, Pizzas, Snacks, Rolls & Wraps, Momos, Desserts",40-45 MINS,N/A,13.2 km away,N/A,https://www.swiggy.com/city/lucknow/milkshake-bar-and-cafe-sector-16-indira-nagar-rest839985
204,N/A,True,4,"Indian, North Indian",40-45 MINS,N/A,8.8 km away,N/A,https://www.swiggy.com/city/lucknow/royal-cuisine-cafe-gomti-nagar-rest1077772
205,N/A,False,4.3,"Beverages, Ice Cream, Desserts, Healthy Food",55-65 MINS,N/A,12.5 km away,N/A,https://www.swiggy.com/city/lucknow/keventers-milkshakes-and-desserts-sapru-marg-hazratganj-rest63376
206,N/A,True,3.6,"Cafe, Fast Food, Italian",45-50 MINS,N/A,13.2 km away,N/A,https://www.swiggy.com/city/lucknow/coffee-junction-cafe-sector-16-indira-nagar-rest840944
207,N/A,False,4.6,"Bakery, Pastas, Pizzas, Continental, Snacks",55-65 MINS,N/A,12.5 km away,N/A,https://www.swiggy.com/city/lucknow/the-cherry-tree-bakery-and-cafe-hazratganj-rest59530
208,N/A,False,3.7,"Pizzas, Italian, Burger",40-45 MINS,N/A,13.2 km away,N/A,https://www.swiggy.com/city/lucknow/italian-pizza-bar-and-cafe-sector-16-indira-nagar-rest841058
209,N/A,False,3.3,"Chinese, Continental, Indian, Italian, Mediterranean",35-45 MINS,N/A,6.3 km away,N/A,https://www.swiggy.com/city/lucknow/boston-housee-cafe-gomti-nagar-rest787515
210,N/A,False,4.3,"Burgers, Fast Food, Continental, American, Beverages, Desserts",55-65 MINS,N/A,13.5 km away,N/A,https://www.swiggy.com/city/lucknow/wab-cafe-by-wat-a-burger-indira-nagar-rest470397
212,N/A,False,N/A,"Lucknowi, Street Food, Pizzas, Italian-American, Pastas, Fast Food, Burgers",45-50 MINS,N/A,8.6 km away,N/A,https://www.swiggy.com/city/lucknow/albatross-cafe-ashirwad-bhavan-gomti-nagar-rest980204
213,N/A,False,N/A,Pizzas,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/hoody-foody-cafe-jagat-khera-panchayat-bhawan-mohanlalganj-rest802635
214,N/A,False,N/A,"Mughlai, Beverages, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/royal-cafe-gomti-nagar-vrindavan-rest1026482
215,N/A,False,N/A,"Beverages, Cafe, Snacks, Desserts, Burgers, Ice Cream, Bakery, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-coffee-day-mg-marg-hazratganj-rest133782
216,N/A,False,N/A,"Beverages, Continental, Burger, Healthy Food, sandwich, Snacks, Desserts, Cafe, Gourmet",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/sidewalk-bakehouse-and-cafe-vivek-khand-gomti-nagar-rest925547
217,N/A,False,N/A,"Italian, Mexican, Continental, Salads",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-hons-house-of-no-sugar-vibhuti-khand-rest560182
218,N/A,False,N/A,"Chinese, Biryani, South Indian, Indian, Italian, Punjabi, Desserts",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/giriraj-cafe-and-restaurant-sector-2-vrindavan-colony-rest294257
219,N/A,False,N/A,"Beverages, Bakery, Pizzas, Snacks, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/ballotino-cafe-vibhuti-khand-gomti-nagar-rest795542
220,N/A,False,N/A,"Beverages, Snacks, Pizzas, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/side-walk-bakehouse-and-cafe-hazratganj-rest1170822
221,N/A,False,N/A,"Chinese, Continental, Indian, Tandoor, Salads, Fast Food, Burgers, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/the-sundaram-cafe-guru-govind-singh-vrindavan-yojna-rest869031
222,N/A,False,N/A,"Italian, Indian, North Indian, Chinese",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/brewlyn-cafe-gomti-nagar-rest1346099
223,N/A,False,N/A,"Indian, Chinese, Italian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-delhi-heights-shaheed-path-mohanlalganj-rest839876
224,N/A,False,N/A,"Indian, Chinese",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-sure-by-best-western-gomti-nagar-rest817912
225,N/A,False,N/A,"Chinese, Street Food, Snacks, Fast Food, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/coffee-mitra-cafe-indira-nagar-rest1198376
226,N/A,False,N/A,"Street Food, Desserts, Beverages, Chaat",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/royal-hut-by-royal-cafe-shahnajaf-road-rest83200
227,N/A,False,N/A,"Chinese, Fast Food, Pizzas, Burgers, Snacks, Desserts, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/the-behtareen-cafe-patrakar-puram-gomti-nagar-rest884492
229,N/A,False,N/A,"Indian, North Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/royalisto-sweets-bakery-and-cafe-gomti-nagar-rest1068163
230,N/A,False,N/A,"Indian, Chinese, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-de-leila-gomti-nagar-rest616957
231,N/A,False,N/A,"Chinese, Momos, Desserts, Cakes, Beverages, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cranberry-cafe-and-bake-house-gomti-nagar-rest1187387
232,N/A,False,N/A,"Beverages, Snacks, Pizzas, Bakery, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/globe-cafe-kaiserbagh-jagat-narain-road-hazratganj-rest294188
233,N/A,False,N/A,Indian,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/mocha-cafe-and-bar-gomti-nagar-rest304232
234,N/A,False,N/A,"Paan, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/tambulam-paan-cafe-vivek-khand-3-gomti-nagar-rest166823
235,N/A,False,N/A,"Snacks, Chinese, American",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-1991-gomti-nagar-rest585663
236,N/A,False,N/A,"Chinese, Chaat, Pizzas",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/royal-inn-by-royal-cafe-hazratganj-shahnajaf-road-rest59667
237,N/A,False,N/A,"Chinese, Indian, Beverages, Street Food, Snacks, Fast Food, Burgers, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/seven-eleven-cafe-gomti-nagar-rest1006895
238,N/A,False,N/A,"Indian, Chinese, Continental, Pizzas, Pastas, Desserts, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/colours-royal-cafe-hazratganj-shahnajaf-road-rest59661
239,N/A,False,N/A,"Chinese, Chaat, Indian, Fast Food, North Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/amrit-restaurant-and-cafe-pure-veg-indira-nagar-rest1257160
240,N/A,False,N/A,"Fast Food, Burgers, Snacks, Pastas",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/midtimes-cafe-by-eat-n-drive-nagar-nigam-indira-nagar-rest767926
241,N/A,False,N/A,Chinese,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/rvv-cafe-vidya-nagar-vrindavan-rest555231
242,N/A,False,N/A,South Indian,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/madhavam-andhra-cafe-naval-kishore-rd-hazratganj-rest851938
243,N/A,False,N/A,"Thalis, Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/moms-kitchen-cafe-near-munshi-puliya-indira-nagar-rest804934
244,N/A,False,N/A,"Fast Food, Burger, Pizzas, sandwich, Momos, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/v-cafe-meals-by-pvr-3rd-floor-lucknow-phoenix-market-city-rest1038942
245,N/A,False,N/A,"Bakery, Chinese, Snacks",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/bec-bakers-excellence-and-cafe-raiberli-road-mohanlalganj-rest733100
246,N/A,False,N/A,"Beverages, Snacks, Biryani",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/dinin-delight-restaurant-and-cafe-road-aishbagh-rest634523
247,N/A,False,N/A,"Chinese, Beverages, Street Food, Snacks, Italian-American, Pastas, Fast Food, Burgers, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/the-ancestry-a-cafe-and-eatery-chowk-rest992379
248,N/A,False,N/A,"Burgers, Italian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/burger-lane-cafe-hazratganj-rest749147
249,N/A,False,N/A,"Pizzas, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-wale-bhaiya-harihar-nagar-indira-nagar-rest621342
250,N/A,False,N/A,"Chinese, Thalis, Indian, Cafe, North Indian, Biryani, Tibetan, Rolls & Wraps",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-45-and-restro-vrindavan-rest1316291
251,N/A,False,N/A,"Snacks, Fast Food, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/pvr-cafe-lucknow-phoenix-market-city-rest1070305
252,N/A,False,N/A,"Beverages, Healthy Food, Chinese",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/gumtea-cafe-sector-3-aashiana-rest195614
253,N/A,False,N/A,"Coffee, Fast Food, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/nbc-nothing-before-coffee-experion-mall-gomti-nagar-rest967452
254,N/A,False,N/A,"Chinese, North Indian, Beverages, Indian, Desserts",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/urban-smoky-cafe-mg-marg-geeta-bhawan-hazratganj-rest757801
255,N/A,False,N/A,"Desserts, American, Continental, Pizzas, Italian, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/roastery-coffee-house-gomti-nagar-rest577756
256,N/A,False,N/A,"Bakery, Pizzas, Burgers, Beverages, Desserts",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/m-and-h-bakery-by-madhurima-vinay-khand-patrakarpuram-rest304774
257,N/A,False,N/A,"Indian, South Indian, Chinese, Italian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/silver-spoon-bakers-and-cafe-aishbagh-rest129384
258,N/A,False,N/A,"Snacks, Pizzas, Pastas, Oriental, Fast Food, Burgers, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/abongzaa-multi-cuisine-cafe-gomti-nagar-rest1022000
259,N/A,False,N/A,Snacks,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/piccolo-italian-cafe-hazratganj-rest1066125
260,N/A,False,N/A,"Bengali, Hyderabadi, Indian, Grill, Tandoor, Salads, Snacks, Home Food, Healthy Food, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/masalo-ka-magic-laxmi-market-gomti-nagar-rest1275299
261,N/A,False,N/A,"North Indian, paratha, South Indian, Biryani, Chinese, Tandoor, indian snacks, Thalis",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/love-cafe-and-restaurant-hazratganj-rest996618
262,N/A,False,N/A,"Cafe, Snacks, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/tea-time-cafe-vishesh-khand-gomti-nagar-rest577041
263,N/A,False,N/A,Chinese,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/wamesh-cafe-aliganj-rest110424
264,N/A,False,N/A,"Bakery, Pastas",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/rishi-bakers-and-cafe-gomti-nagar-rest1074716
265,N/A,False,N/A,"Beverages, Cafe, Bakery, Desserts, Snacks",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/costa-coffee-lulu-mall-sushant-golf-city-rest493175
266,N/A,False,N/A,"Desserts, Bakery, Snacks, Pizzas, Fast Food, Indian, Italian, Chinese, Cafe, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cake-n-cafe-gomti-nagar-rest1342270
267,N/A,False,N/A,"Chinese, Beverages, Pizzas, Pastas, Burgers, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-leaf-and-latte-gomti-nagar-rest1223372
268,N/A,False,N/A,"Beverages, Snacks",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/barista-coffee-amar-shaheed-path-phoenix-plassio-rest514564
269,N/A,False,N/A,"Desserts, Cafe, Bakery, Beverages, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/dunkin-donuts-and-coffee-sushant-golf-city-lulu-mall-rest806919
270,N/A,False,N/A,"Coffee, Beverages, Desserts, Snacks",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/one-zero-coffee-kisan-bazar-gomti-nagar-rest723165
271,N/A,False,N/A,"Chaat, Street Food, Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/shree-hari-cafe-vrindavan-rest1329401
272,N/A,False,N/A,"Chinese, Snacks, Pizzas, Pastas, Fast Food, Burgers, Cafe, Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/hridaya-cafe-gomti-nagar-rest1340869
273,N/A,False,N/A,"Snacks, Sweets, Desserts",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/7th-heaven-vastu-khand-gomti-nagar-rest437983
274,N/A,False,N/A,"Indian, South Indian, Chinese, Snacks, Thalis, Continental",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/madhurima-veg-gomti-nagar-rest59255
275,N/A,False,N/A,"Chinese, North Indian, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/sicily-cafe-and-dine-in-hazratganj-rest1160527
276,N/A,False,N/A,"Bakery, Cafe, Desserts, Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/the-heaven-cakes-and-cafe-indira-nagar-rest1344521
277,N/A,False,N/A,"Cakes & Pastries, Bakery, dessert, Cafe, Italian-American",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/jj-bakers-hazratganj-rest60053
278,N/A,False,N/A,"Bakery, Beverages, Desserts",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/inx-bakery-and-cafe-gomti-nagar-rest923156
279,N/A,False,N/A,"Chinese, Beverages, Snacks, Fast Food, Burgers, Cafe, North Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/brajdham-cafe-vrindavan-rest1339916
280,N/A,False,N/A,South Indian,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/sai-south-indian-dosa-cafe-vikas-khand-1-gomti-nagar-rest491900
281,N/A,False,N/A,"Snacks, Beverages, Pastas, Pizzas",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-wtf-indira-nagar-rest58465
282,N/A,False,N/A,Cafe,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/divyann-cafe-mohanlalganj-rest1265063
283,N/A,False,N/A,"Chinese, Lucknowi, Italian, Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cafe-crown-gomti-nagar-rest1164201
284,N/A,False,N/A,"Sweets, Desserts, Indian, Snacks",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/madhurima-sweets-gomti-nagar-rest59256
285,N/A,False,N/A,"Bakery, Ice Cream, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/sprinkle-sundaes-gomti-nagar-rest1255303
286,N/A,False,N/A,"Desserts, Beverages, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/coffee-amore-gomti-nagar-rest1303514
287,N/A,False,N/A,"Sweets, Cafe, Chinese, Pizzas, sandwich, Italian, Beverages",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/butter-story-aliganj-indira-nagar-rest632790
288,N/A,False,N/A,"Chinese, Biryani, Fast Food, Cafe, North Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/green-goddess-cafe-indira-nagar-rest1086906
289,N/A,False,N/A,"Cafe, Italian, Fast Food, Juices",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/ftv-cafe-hazratganj-rest675621
290,N/A,False,N/A,"Chinese, Desserts, Beverages, Snacks, Pizzas, Pastas, Fast Food, Burgers, Cafe, North Indian",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/cecilias-cafe-indira-nagar-rest1143299
291,N/A,False,N/A,Chinese,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/hangout-cafe-gomti-nagar-rest1303725
292,N/A,False,N/A,"Chinese, Burgers, Italian, Snacks, Fast Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/der-mond-cafe-prabha-complex-mohanlalganj-rest710047
293,N/A,False,N/A,"Chinese, South Indian, Bakery, Street Food",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/samuh-cafe-sai-data-marg-vrindavan-rest1171665
294,N/A,False,N/A,"Chinese, Beverages, Street Food, Fast Food, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/rc-cafe-hazratganj-rest1204551
295,N/A,False,N/A,Burgers,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/the-chammach-cafe-and-restaurant-gomti-nagar-rest1250328
296,N/A,False,N/A,South Indian,N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/pinak-south-indian-cafe-indira-nagar-rest1093526
297,N/A,False,N/A,"Beverages, Snacks, Pastas, Waffle, Burgers",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/the-hamlet-cafe-gomti-nagar-rest1122881
298,N/A,False,N/A,"Chinese, Snacks, Fast Food, Burgers, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/pp-cafe-gomti-nagar-rest1240888
299,N/A,False,N/A,"Chinese, Street Food, Snacks, Fast Food, Burgers, Cafe",N/A,N/A,N/A,N/A,https://www.swiggy.com/city/lucknow/the-millionaire-cafe-gomti-nagar-rest1203471
